route_short_name,weekday_late,saturday_late,sunday_late,alldays_late
45,0.20677714042914808,0.24038010323791648,0.2715841327456573,0.21919820559802872
47,0.1445134575569358,0.2748091603053435,0.16897506925207761,0.16345850426001896
48,0.26026359642478414,0.2622083559413999,0.2073373173970784,0.254518697407645
49,0.22865805010371787,0.26242945444772914,0.17537615272609608,0.22713518789653486
5,0.2938640316790644,0.3038738357324301,0.37038343919077865,0.3042143571507945
50,0.2775935844030718,0.24762357414448666,0.15687919463087252,0.25848909821071886
55,0.4113413932066782,0.6616541353383458,,0.43712884069197
56,0.3038266482249885,0.5164319248826291,,0.32283795130142734
57,0.4109681787406906,0.703125,,0.4342679127725857
60,0.28684022974049384,0.21988304093567257,0.25372340425531914,0.27612733858372374
62,0.28377312989843717,0.3118144519802395,0.28093525179856116,0.2872299206855684
63,0.44166951761888473,0.5,,0.44850498338870437
64,0.47434763379035827,0.6599999999999999,,0.4960952752830925
65,0.2848730464376875,0.23408995961565238,0.23863842114792688,0.2740647770456368
661,0.5452054794520548,0.9230769230769231,,0.5582010582010581
67,0.3784880629180778,0.33344663494221616,0.3412645957259308,0.36908476339053564
7,0.3581614758221292,0.34118791143028127,0.25726606295817167,0.34398408477294407
70,0.23132325663996212,0.26998827667057446,0.21250715512306817,0.23431929421717324
71,0.17360614724803436,0.17087608524072617,0.2172248803827751,0.17622368153814905
73,0.17055314533622556,0.11946241911398703,0.14973664409330323,0.1574358548534418
74,0.24916430959115454,0.6939759036144578,,0.27169534968875875
75,0.26410682592895174,0.24276874370413004,0.2587556654305727,0.26042283298097246
76,0.38197350069735003,0.5955056179775281,,0.4001594896331738
77,0.37589928057553956,0.6696428571428572,,0.39924314096499525
78,0.18472409152086133,0.22435897435897434,,0.1867007672634271
8,0.3215263134281484,0.3078743262784278,0.3249837345478205,0.3201104006308607
823,0.2152317880794702,1.0,,0.27076923076923076
824,0.21359223300970875,0.33333333333333337,,0.215311004784689
886,0.21739130434782605,0.0,,0.21645021645021645
887,0.24434389140271495,0.0,,0.24
888,0.14146341463414636,0.0,,0.1367924528301887
889,0.23529411764705888,0.16666666666666663,,0.23270440251572322
891,0.20359281437125754,0.0,,0.20298507462686566
892,0.19217081850533813,,,0.19217081850533813
893,0.08823529411764708,,,0.08823529411764708
894,0.2326530612244898,,,0.2326530612244898
895,0.2596153846153846,,,0.2596153846153846
9,0.40713743356112375,0.3680781758957655,,0.40380608417835806
952,0.5726698262243286,0.6415094339622642,,0.5754359363153905
980,0.20606060606060606,,,0.20606060606060606
981,0.6888888888888889,0.8333333333333334,,0.7192982456140351
982,0.5,0.4,,0.4971751412429378
984,0.5555555555555556,0.3157894736842105,,0.5169491525423728
986,0.5217391304347826,0.2857142857142857,,0.5119047619047619
987,0.7665505226480837,1.0,,0.7781456953642384
988,0.5933333333333333,0.5333333333333333,,0.5904761904761905
989,0.496551724137931,0.6,,0.5
994,0.3722627737226277,0.7804878048780488,,0.4092920353982301
995,0.396969696969697,0.9285714285714286,,0.41860465116279066
A Line,0.28157150064711434,0.2828376345330401,0.22441874922292682,0.27436527436527436
B Line,0.22745834899160722,0.2414029319084806,0.15472560975609762,0.2204782980622606
C Line,0.254992927864215,0.2394030469478703,0.2466178478341815,0.2519121742941567
D Line,0.24221027620026625,0.28464991023339314,0.18986216096042685,0.24223360217421397
E Line,0.3230189979981174,0.3641879278158059,0.3129992012779552,0.32738222398551386
F Line,0.19919358279643296,0.21560624249699878,0.21863935255437528,0.20379642540245912
